,PLAYER,TEAM,AGE,games played,W,L,avg minutes per game,PTS,FGM (field goals made AKA num baskets made),FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year
124,Jaelyn Brown,DAL,26,14,4,10,10.1,2.6,1.1,2.2,48.4,0.4,0.9,50,0.1,0.2,33.3,0.5,1,1.5,0.4,0.9,0.3,0.3,1.1,6.1,0,0,-5.1,2024
125,Celeste Taylor,PHO,23,22,9,13,14.9,2.6,1,2.8,33.9,0.3,1.4,20,0.5,0.8,55.6,0.3,1,1.3,1.3,1,0.7,0.5,1,7.7,0,0,1,2024
126,Kate Martin,LVA,24,34,23,11,11.5,2.6,0.8,2.6,30.7,0.6,1.8,35.5,0.3,0.4,91.7,0.2,1.4,1.6,0.9,0.6,0.2,0.2,0.9,6.6,0,0,0.1,2024
127,Amy Atwell,PHO,26,6,2,4,9.9,2.5,0.7,2.5,26.7,0.5,2.2,23.1,0.7,0.8,80,0.5,0.5,1,1,0.3,0,0.2,0.5,5.3,0,0,-5.2,2024
128,Sydney Colson,LVA,35,31,21,10,8,2.5,0.9,2.1,42.2,0.5,1.2,37.8,0.3,0.3,88.9,0,0.4,0.5,1,0.5,0.5,0.2,0.7,5.6,0,0,1.5,2024
129,Alissa Pili,MIN,23,22,16,6,6.3,2.4,0.9,2,42.2,0.4,1.2,33.3,0.3,0.5,54.5,0.3,1,1.2,0.2,0.9,0.2,0.1,1.3,4.9,0,0,-1.4,2024
130,Sug Sutton,WAS,25,29,18,11,13.1,2.3,0.8,2.7,30.8,0.3,1.4,25,0.3,0.4,69.2,0.2,0.8,1,2.1,1.2,0.6,0,0.9,6.9,0,0,-1.6,2024
131,DiDi Richards,WAS,25,20,6,14,9.9,2.3,1,2.5,40,0,0.2,0,0.3,0.7,42.9,0.5,1,1.5,0.7,0.4,0.1,0.2,0.8,5,0,0,-5.1,2024
132,Morgan Bertsch,DAL,27,11,3,8,9.1,2,0.5,2.7,20,0.2,1.4,13.3,0.7,0.9,80,0.7,0.8,1.5,0.2,1.2,0.1,0.1,1.3,4.3,0,0,-4.5,2024
133,Jaylyn Sherrod,NYL,23,10,7,3,3.7,1.9,0.7,1.4,50,0.2,0.6,33.3,0.3,0.6,50,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0.4,3.7,0,0,1.1,2024
134,Liz Dixon,PHO,24,18,9,9,8.9,1.7,0.6,1.6,37.9,0,0,0,0.4,0.6,80,0.8,1.5,2.3,0.5,0.4,0.1,0.5,0.7,5.6,0,0,-2.9,2024
135,Queen Egbo,LVA,24,8,5,3,3.6,1.5,0.6,1.5,41.7,0,0,0,0.3,0.3,100,0.4,0.9,1.3,0,0,0.4,0.1,0.5,3.8,0,0,0,2024
136,Kiah Stokes,LVA,31,39,26,13,18.4,1.4,0.5,1.6,32.3,0.2,1,22.5,0.2,0.2,66.7,0.6,4.1,4.7,0.7,0.4,0.5,0.8,1.7,9.8,0,0,1.1,2024
137,Moriah Jefferson,CHI,30,23,10,13,8,1.3,0.4,1.8,21.4,0.2,0.8,21.1,0.4,0.4,90,0.1,0.3,0.4,1.3,0.3,0.3,0,0.7,3.9,0,0,-3.3,2024
138,Brianna Turner,CHI,28,27,10,17,9.4,1.2,0.6,1,61.5,0,0,0,0,0.1,50,0.4,1.6,2,0.4,0.4,0.3,0.5,1,5.2,0,0,-3.9,2024
139,Marquesha Davis,NYL,23,20,17,3,4,1.2,0.5,1.1,40.9,0.1,0.1,100,0.3,0.4,71.4,0.1,0.4,0.5,0.2,0.2,0.1,0.2,0.6,2.5,0,0,-0.1,2024
140,Lorela Cubaj,ATL,25,28,10,18,7.9,1.2,0.5,1.3,42.9,0,0,0,0.1,0.2,60,0.7,0.8,1.5,0.5,0.4,0.3,0.1,1.2,4,0,0,-2,2024
141,Astou Ndour-Fall,CON,30,22,19,3,4.2,1.1,0.4,1.2,34.6,0.1,0.5,20,0.2,0.3,83.3,0.1,0.7,0.8,0,0.1,0,0.2,0.5,2.5,0,0,-1.7,2024
142,Laeticia Amihere,ATL,23,17,5,12,4.9,1.1,0.4,1.5,26.9,0,0,0,0.3,1,29.4,0.7,0.9,1.6,0.2,0.5,0.1,0.2,0.4,3.5,0,0,-1.1,2024
143,Stephanie Soares,DAL,24,22,4,18,8,1.1,0.5,1.5,29.4,0.1,0.5,16.7,0.1,0.1,100,0.8,1.3,2.1,0.5,0.5,0.1,0.4,0.8,4.7,0,0,-2.3,2024
144,Charisma Osborne,PHO,23,2,1,1,5,1,0.5,1,50,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0.5,2,0,0,1,2024
144,Jakia Brown-Turner,WAS,23,2,0,2,4,1,0,0.5,0,0,0,0,1,1,100,0,0.5,0.5,0,0,0.5,0,0,2.5,0,0,-3,2024
144,Kysre Gondrezick,CHI,27,5,3,2,3.3,1,0.4,1.4,28.6,0.2,1.2,16.7,0,0,0,0.2,0.2,0.4,0.4,0.6,0.8,0,0.4,3.6,0,0,0.2,2024
147,Lou Lopez Sénéchal,DAL,26,27,5,22,4.6,0.9,0.4,1.3,29.4,0.1,0.6,20,0.1,0.1,50,0.1,0.3,0.4,0.4,0.2,0.1,0,0.5,2,0,0,-3.2,2024
148,Victaria Saxton,IND,24,9,3,6,2.5,0.9,0.3,1,33.3,0.1,0.4,25,0.1,0.2,50,0,0.3,0.3,0,0.1,0,0,0.4,1.3,0,0,-1,2024
149,Dulcy Fankam Mendjiadeu,SEA,25,7,4,3,5.2,0.9,0.3,0.4,66.7,0,0,0,0.3,0.9,33.3,0.6,0.7,1.3,0.1,0.4,0,0,0.7,2.3,0,0,-1.7,2024
150,Kiana Williams,SEA,25,13,9,4,3.5,0.8,0.3,1.2,25,0.2,0.7,33.3,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0.2,1.6,0,0,0.4,2024
151,Olivia Époupa,MIN,30,17,11,6,6.7,0.8,0.4,0.9,37.5,0,0,0,0.1,0.1,100,0.4,0.8,1.1,1.5,0.9,0.8,0,0.8,5.1,0,0,1.3,2024
152,Emma Cannon,LVA,35,5,3,2,1.8,0.8,0.4,0.6,66.7,0,0.2,0,0,0,0,0,0.4,0.4,0.2,0.2,0,0,0,1.4,0,0,0.6,2024
153,Nika Mühl,SEA,23,16,13,3,3.6,0.1,0.1,0.9,7.1,0,0.7,0,0,0,0,0.4,0.3,0.6,0.4,0.3,0.1,0,0.6,1.4,0,0,-1.6,2024
154,Caitlin Bickle,CON,24,8,7,1,1.8,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,-1.4,2024
154,Dyaisha Fair,LVA,23,1,1,0,3.9,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-3,2024
154,Jessika Carter,LVA,24,2,2,0,2.2,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,2024
154,Taylor Soule,MIN,24,2,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,-5,2024
1,Jewell Loyd,SEA,30,38,11,27,35.4,24.7,7.5,20.3,37,3,8.5,35.6,6.7,7.5,88.8,1.1,3.6,4.7,3.4,2.8,1,0.4,1.7,38.7,1,0,-3.8,2023
2,Breanna Stewart,NYL,29,40,32,8,34.1,23,7.9,17,46.5,2.1,5.8,35.5,5.1,6,85.1,1.6,7.7,9.3,3.8,1.5,1.5,1.6,1.9,44.1,20,0,8.9,2023
3,A'ja Wilson,LVA,27,40,34,6,30.7,22.8,8.4,15,55.7,0.2,0.7,31,5.8,7.2,81.2,2.1,7.5,9.5,1.6,1.6,1.4,2.2,2.1,41.4,22,0,12.2,2023
4,Napheesa Collier,MIN,27,37,17,20,33.5,21.5,8,16.6,48.5,0.9,3.1,29.8,4.5,5.4,84,1.9,6.6,8.5,2.5,2.4,1.6,1.2,2.4,39.1,11,0,-2.8,2023
5,Arike Ogunbowale,DAL,27,40,22,18,37.2,21.2,7.5,18.8,39.8,2.9,8.5,34.3,3.4,3.8,87.6,0.5,2.9,3.4,4.5,2.6,1.7,0.1,2.7,35.7,2,0,3.6,2023
6,Nneka Ogwumike,LAS,33,36,16,20,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87,1.7,7.1,8.8,2.7,2.2,1.7,0.7,2.6,36,16,0,1,2023
7,Kahleah Copper,CHI,29,38,17,21,31.2,18.7,6.9,15.4,44.8,1.8,4.5,40.4,3.1,4,77,0.7,3.7,4.4,2,2.5,0.9,0.3,2.4,29.3,1,0,-1.7,2023
8,Kelsey Plum,LVA,29,39,33,6,32.4,18.7,6.4,13.4,47.5,2.4,6.3,38.9,3.5,3.8,91.2,0.2,2.2,2.4,4.5,2.1,1.1,0,2.4,30.3,2,0,14.2,2023
9,Satou Sabally,DAL,26,38,21,17,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5,87.4,2.3,5.8,8.1,4.4,2.9,1.8,0.4,3.6,37.3,14,1,4.2,2023
10,Kelsey Mitchell,IND,28,40,13,27,33.7,18.2,6.1,13.9,44.1,2.6,6.4,39.8,3.4,4.1,82.4,0.3,1.3,1.6,3.1,2.3,0.9,0.1,2,27.5,0,0,-2.4,2023
11,Jackie Young,LVA,26,40,34,6,31.5,17.6,6.2,11.9,52.3,2.2,5,44.9,2.9,3.4,86.7,0.7,3.4,4,3.8,1.8,1.3,0.1,2,30.5,1,0,12.8,2023
12,Brittney Griner,PHO,33,31,8,23,27.6,17.5,7.1,12.6,56,0,0.3,11.1,3.4,4.4,77.2,1.2,5.1,6.3,2.2,2.1,0.5,1.6,2.1,30.3,7,0,-3.9,2023
13,Rhyne Howard,ATL,24,39,18,21,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,0.7,4.3,4.9,3.5,1.9,1.3,0.6,2.8,32.4,2,0,-0.3,2023
14,DeWanna Bonner,CON,36,40,27,13,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,0.9,4.7,5.6,2.2,1.5,1.1,0.6,1.6,30.4,3,0,4.7,2023
15,Allisha Gray,ATL,29,38,19,19,32.7,17.1,5.8,12.4,46.5,1.1,3.1,35.6,4.4,5.4,82.4,1.2,3.7,4.9,3.1,1.9,1.1,0.4,2.6,29.1,2,0,-1.1,2023
16,Sabrina Ionescu,NYL,26,36,29,7,31.5,17,5.4,12.8,42.3,3.6,7.9,44.8,2.6,3,87.2,0.8,4.8,5.6,5.4,2.6,1,0.3,1.7,34.1,2,1,8.9,2023
17,Elena Delle Donne,WAS,34,23,13,10,27.5,16.7,6.2,12.7,48.5,1,2.7,39.3,3.3,3.5,93.8,0.9,4.6,5.4,2.1,1.3,0.8,0.9,1.9,28.7,2,0,5.3,2023
18,Natasha Howard,DAL,32,39,21,18,33,16.5,6.3,13.8,45.8,1,3.3,29.9,2.8,3.5,81.5,2.2,5.9,8,2.6,2.8,1.3,1.2,3.6,32.9,12,1,2.9,2023
19,Diana Taurasi,PHO,42,26,8,18,27.3,16,4.9,12.2,40.3,2.5,7.2,34.2,3.7,4.3,84.8,0.1,3.5,3.6,4.6,3,0.5,0.5,2.6,28.5,1,0,-2.5,2023
20,Brionna Jones,CON,28,13,10,3,31.7,15.9,6.2,10.8,57.1,0.2,0.3,50,3.5,4.5,77.6,3.2,5,8.2,2.4,2.2,1.8,0.5,4.1,31.4,4,0,5.1,2023
21,Brittney Sykes,WAS,30,40,19,21,31.3,15.9,5.7,13.1,43.9,1.4,4,35,3.1,3.8,79.7,1,4,5,3.8,2.4,2.1,0.3,2.9,30.9,2,0,1.5,2023
22,Alyssa Thomas,CON,32,40,27,13,36.1,15.5,6.1,12.8,47.4,0,0.1,0,3.3,4.7,71.5,2,7.9,9.9,7.9,3.4,1.8,0.5,2.7,37.8,28,6,5.6,2023
23,NaLyssa Smith,IND,23,31,11,20,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4,67.7,2.1,7.1,9.2,1.4,2.7,0.3,0.3,3,28,13,0,-1.2,2023
24,Chelsea Gray,LVA,31,40,34,6,32.2,15.3,5.6,11.5,49,1.6,3.8,42.1,2.4,2.7,89.7,0.3,3.7,4,7.3,2.5,1.4,0.6,1.8,32.2,10,1,10.9,2023
25,Cheyenne Parker-Tyus,ATL,31,40,19,21,26.6,15,5.8,12,48.2,0.4,1.4,27.8,3,3.7,82.9,2.2,4.5,6.7,1.8,2.3,1.1,1.5,2.9,28.9,7,0,-0.9,2023
25,Marina Mabrey,CHI,27,39,17,22,30,15,5.2,12.6,41.1,2.3,5.8,39,2.4,2.8,83.6,0.9,2.9,3.7,3.6,2.2,0.7,0.5,2.4,27,0,0,-0.5,2023
27,Aliyah Boston,IND,22,40,13,27,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40,2.7,3.6,74.5,3.1,5.3,8.4,2.2,1.9,1.3,1.3,3.1,30.3,11,0,-1.3,2023
28,Kayla McBride,MIN,32,38,19,19,31.8,14.3,4.9,11.6,42.4,2.2,6.4,34.2,2.2,2.6,86.7,0.4,2.8,3.2,2.2,1.7,1.2,0.2,1.7,24.7,0,0,-3.7,2023
29,Ezi Magbegor,SEA,24,40,11,29,32.6,13.8,5.4,10.6,51.3,0.8,2,38.5,2.2,3.1,69.9,1.6,6.5,8.1,2.6,2.4,1.1,1.9,3.2,31.1,10,0,-3,2023
30,Jordin Canada,LAS,28,38,17,21,32.6,13.3,4.3,10.6,40.4,1.1,3.2,33.3,3.6,4.2,87.3,0.2,2.8,3.1,6,2.7,2.3,0.2,2.3,28.4,1,0,0.8,2023
31,Betnijah Laney-Hamilton,NYL,30,40,32,8,30,12.8,5,10,49.9,1.5,3.8,39.2,1.3,1.7,79.1,0.8,2.5,3.3,2.4,1.9,0.9,0.1,2.2,21.9,0,0,7.5,2023
32,Natasha Cloud,WAS,32,37,17,20,32.4,12.7,4,10.7,37.7,1.2,4.1,29.8,3.4,3.8,90,0.2,3.5,3.7,6.2,2.6,1.1,0.3,2.6,26.5,2,0,-0.2,2023
33,Lexie Brown,LAS,29,12,6,6,30.3,12.4,4.5,9.3,48.6,2.3,5.4,41.5,1.2,1.3,87.5,0.2,1.9,2.1,2.4,1.3,0.9,0.3,1.2,21.5,0,0,0.3,2023
34,Diamond Miller,MIN,23,32,15,17,26.1,12.1,4.4,10.8,40.3,1,3.2,30.7,2.4,3,79.2,0.7,2.8,3.5,2.5,2.3,0.9,0.3,2.5,21.7,0,0,-1.7,2023
35,Tiffany Hayes,CON,34,40,27,13,27,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,1,2.1,3,2.6,1.4,0.9,0.1,2.9,20.7,0,0,2.7,2023
36,Teaira McCowan,DAL,27,30,18,12,26.1,11.9,5,9.1,55.1,0,0.1,0,1.9,3.3,58.6,3.5,5.6,9.1,1.5,1.5,0.5,1.2,3.3,25.9,13,0,5.7,2023
37,Ariel Atkins,WAS,27,27,15,12,25.2,11.5,3.9,9.3,41.4,1.6,4.6,33.9,2.3,2.5,89.7,0.7,2.4,3.1,2.3,1.3,1.2,0.3,2.6,21.4,1,0,2.6,2023
38,Jonquel Jones,NYL,30,40,32,8,25,11.3,4.4,8.4,52.7,0.8,2.3,35.2,1.7,2,86.3,2.6,5.8,8.4,1.8,2.1,0.6,1.3,2.8,26.1,11,0,8.2,2023
39,Sophie Cunningham,PHO,27,31,9,22,29,11.3,3.6,8.7,41.3,1.9,5.5,33.7,2.3,2.6,87.5,0.5,2.3,2.8,2.1,1.5,0.6,0.4,3.2,20.1,0,0,-6.2,2023
40,Layshia Clarendon,LAS,33,24,14,10,28.6,11.1,4,8,49.7,0.9,1.9,45.7,2.3,2.5,91.5,1,2.1,3,3.4,2.3,1.1,0,2.6,20.7,0,0,0.9,2023
41,Azurá Stevens,LAS,28,35,14,21,26,10.8,4.3,10.5,40.4,1,3.1,32.1,1.3,1.7,75.4,1.5,4.4,5.9,1.1,1.5,1.2,0.9,2.6,23.1,3,0,-3,2023
42,Courtney Vandersloot,NYL,35,39,32,7,30.4,10.5,4.1,9.3,44.2,0.9,3.2,29.4,1.3,1.7,76.1,0.5,3,3.5,8.1,2.7,1.3,0.6,2,26.8,8,0,8.4,2023
43,Moriah Jefferson,PHO,30,39,8,31,24.9,10.5,4.2,9.8,43.3,1,2.8,35.2,1.1,1.3,82,0.2,1.7,2,3.6,1.6,1.1,0.2,2.2,19.6,0,0,-6.1,2023
44,Courtney Williams,CHI,30,40,18,22,30.1,10.4,4.4,10.1,43.7,1.2,2.7,44.3,0.4,0.6,60,1,5.1,6,6.3,2.5,1,0.3,1.6,26.3,6,2,-2.2,2023
45,Shakira Austin,WAS,23,19,12,7,23.2,10,4.1,8.1,50,0,0,0,1.9,3.1,61,1.5,5.5,7,0.9,1.8,0.8,0.9,2.3,21.4,5,0,3.5,2023
46,Erica Wheeler,IND,33,40,13,27,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,0.4,2.6,3,5,2.1,1.1,0.1,2.4,21,3,0,-3.6,2023
47,Elizabeth Williams,CHI,31,40,18,22,29.7,9.8,4.2,8.1,51.4,0,0,0,1.5,2.3,63,2.3,3.6,5.8,2.5,1.4,1.3,1.5,2.5,23.6,2,0,0,2023
48,Sami Whitcomb,SEA,35,40,11,29,24.5,9.7,3.2,8,40,2.2,5.8,38.5,1.1,1.3,83,0.5,2.4,2.9,2.9,2,0.9,0.4,1.9,20.1,1,0,-1.2,2023
49,Alanna Smith,CHI,27,38,17,21,26.5,9.2,3.5,7,49.8,0.8,2.7,29.4,1.4,2.1,67.9,1.8,4.7,6.6,1.8,1.5,1.3,1.3,3.1,23.5,2,0,0.3,2023
50,Candace Parker,LVA,38,18,16,2,23.6,9,3.3,7.2,46.5,0.9,2.8,33.3,1.4,1.6,89.3,0.9,4.5,5.4,3.7,1.7,1.5,0.9,1.9,23.8,0,0,12.3,2023
51,Dana Evans,CHI,25,39,17,22,21.5,9,3,8.3,36,1.1,3.7,29.4,1.9,2.3,85.4,0.2,1,1.2,3,1.6,0.7,0.1,1.2,15.9,0,0,-0.9,2023
52,Dearica Hamby,LAS,30,40,17,23,24.7,8.9,3.3,7.7,43.1,0.2,1,22,2.1,3.2,64.8,1.3,4.6,5.9,1.8,1.5,0.9,0.3,2.2,19.1,2,0,-1.2,2023
53,Michaela Onyenwere,PHO,24,40,9,31,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2,75.9,1.2,2.5,3.7,1.3,2,0.8,0.5,2.9,17.2,1,0,-5,2023
54,Natisha Hiedeman,CON,27,40,27,13,26.7,8.5,3.1,7.9,39.2,1.5,4,36.6,0.9,1.2,73.9,0.2,1.9,2.1,2.7,1.4,0.9,0.1,2.2,16.7,0,0,2.7,2023
55,Chiney Ogwumike,LAS,32,10,5,5,21.2,8.4,3.4,7.9,43,0.1,1.3,7.7,1.5,2.1,71.4,1.4,2.9,4.3,1.3,1.2,1.3,0.3,3.7,17.3,0,0,-4.4,2023
55,Gabby Williams,SEA,27,10,3,7,28.5,8.4,3.4,9.4,36.2,0.5,2.3,21.7,1.1,1.3,84.6,1.4,2.2,3.6,3.8,2.2,1.5,0.4,1.9,20.1,0,0,-4.1,2023
57,DiJonai Carrington,CON,26,32,21,11,17.2,8.3,2.9,7,41.7,0.7,1.9,37.1,1.8,2.3,75.7,0.8,2,2.9,1.3,1.1,0.6,0.1,2.1,14.6,0,0,3.2,2023
58,Crystal Dangerfield,DAL,26,35,19,16,27.8,8.2,3.4,8,42.5,0.8,2.7,29,0.6,0.8,81.5,0.8,2.1,2.9,3.1,1.2,0.9,0.2,1.3,17.2,0,0,2.7,2023
58,Sug Sutton,PHO,25,40,9,31,26.3,8.2,3.2,8.2,38.5,0.8,2.2,33.7,1.2,1.4,80.7,0.4,2.2,2.6,4.8,2.5,0.7,0.1,1.6,17.8,1,1,-6.9,2023
58,Tianna Hawkins,WAS,33,40,19,21,23.1,8.2,3.3,6.6,49.1,0.7,2.2,33.3,1,1.3,75,1.5,3.5,5,1.4,1.2,0.8,0.4,2.5,17.6,3,0,-2.1,2023
61,Jessica Shepard,MIN,27,21,9,12,26.9,8.1,3.1,6,51.6,0,0.1,0,2,2.5,77.4,2.1,5,7.1,3.2,1.4,0.6,0.1,2,19.8,3,0,-4.6,2023
62,Megan Gustafson,PHO,27,34,7,27,15.1,7.9,3,5.7,52.6,0.4,1.3,34.9,1.5,1.8,80.6,1.4,2.5,3.9,0.7,1.1,0.4,0.4,1.9,14.5,1,0,-2.3,2023
63,Aari McDonald,ATL,25,24,8,16,23.5,7.9,2.8,6.8,40.2,1,3.3,32.1,1.3,1.8,76.2,0.3,1.8,2,3,1.6,0.6,0,1.6,15.2,0,0,-2.3,2023
64,Kalani Brown,DAL,27,32,17,15,16.4,7.8,2.8,4.5,62.9,0,0,0,2.2,2.7,80.2,1.7,2.8,4.5,1,1.3,0.2,0.7,2,15.1,3,0,-2.3,2023
65,Karlie Samuelson,LAS,29,34,15,19,26.1,7.7,2.4,5.2,46.3,1.4,3.4,42.6,1.4,1.5,94.1,0.3,2.6,3,2,0.9,0.6,0.1,2.4,15.6,0,0,1.1,2023
66,Tiffany Mitchell,MIN,29,33,14,19,23.1,7.3,2.6,6.5,40.4,0.4,1.4,28.9,1.7,2,83.3,0.5,1.8,2.3,2.3,2.1,0.5,0.1,2.7,13.4,0,0,-4,2023
67,Marine Johannès,NYL,29,35,28,7,18.9,7.1,2.5,6.1,41.4,1.6,4.3,36.8,0.4,0.6,75,0.2,1.2,1.4,1.7,1.3,0.7,0.1,1.6,13.2,0,0,1,2023
68,Rebekah Gardner,CHI,33,3,2,1,19.8,7,2,4.7,42.9,1,1.7,60,2,2,100,0.3,3.3,3.7,2.3,1.7,2,0.3,2.7,18.7,0,0,5.7,2023
69,Jordan Horston,SEA,23,36,10,26,22.4,6.9,2.8,7.6,36.7,0.3,1.1,24.4,1,1.4,71.2,1.3,3.8,5.1,1.6,2,1.2,0.6,2.2,17.5,3,0,-1.8,2023
70,Nia Coffey,ATL,29,31,15,16,21.9,6.9,2.7,6.2,43.2,1.1,2.6,40.2,0.5,0.8,62.5,0.5,4.4,4.8,1.5,1.4,0.5,1.2,2.2,17.8,3,0,0.7,2023
71,Alysha Clark,LVA,36,39,33,6,22.5,6.7,2.3,5.3,44.4,1.3,3.4,38.6,0.7,0.8,81.8,0.5,2.9,3.4,1.1,0.7,0.6,0.2,2.2,14,0,0,5.6,2023
72,Kristy Wallace,IND,28,37,12,25,19.7,6.6,2.5,6.3,40.1,1,2.3,43.5,0.6,0.8,75,0.6,1.6,2.2,1.9,1.3,0.6,0.2,1.7,13.5,0,0,-0.4,2023
73,Ivana Dojkić,SEA,26,23,6,17,20,6.5,2.1,5.2,40.3,1,2.4,41.8,1.3,1.9,72.1,0.2,1.6,1.7,2.8,1.5,0.8,0.2,1.9,14,0,0,-6.3,2023
74,Rebecca Allen,CON,31,40,27,13,21.5,6.4,2.5,6,40.8,1,2.9,34.8,0.5,0.7,70.4,0.7,2.1,2.8,0.9,0.9,0.9,1.3,1.9,15.5,0,0,1.6,2023
75,Shatori Walker-Kimbrough,WAS,29,40,19,21,24.8,6.3,2.2,5.1,42.9,0.8,2.1,39,1.1,1.2,93.6,0.2,1.9,2.1,1.7,0.7,0.7,0.4,1.2,12.9,0,0,-3,2023
76,Lindsay Allen,MIN,29,29,14,15,24.1,6.2,2.2,5.6,39.9,0.2,1.2,20.6,1.4,1.8,79.2,0.6,1.9,2.4,4.5,1.3,0.6,0.1,2.1,14.7,0,0,-1.3,2023
77,Dorka Juhász,MIN,24,38,18,20,24.2,6,2.5,5.2,47.2,0.3,1.3,27.1,0.7,1.3,54,1.7,4.8,6.5,2.6,1.2,0.9,0.6,1.8,18.5,5,0,-3.1,2023
78,Nikolina Milic,MIN,30,39,19,20,12.7,5.9,2.3,4.9,46.4,0.2,0.6,36.4,1.2,1.4,80.4,0.7,1.7,2.4,0.8,1.1,0.1,0.1,1.7,9.8,0,0,-2.5,2023
79,Kia Nurse,SEA,28,40,11,29,19.7,5.9,2,5.8,34.3,1.3,3.6,35,0.6,0.7,88.9,0.3,2,2.3,1.3,0.7,0.6,0.1,1.9,12,0,0,-4.3,2023
80,Danielle Robinson,ATL,35,32,15,17,21.6,5.8,2.2,4.8,46.1,0.3,1,29,1.1,1.5,75,0.3,1.9,2.2,3.3,1.3,0.7,0.1,2,13.2,0,0,1.7,2023
81,Emma Cannon,IND,35,30,9,21,10.5,5.8,2,4.5,45.5,0.4,1.1,38.2,1.3,1.5,90.9,0.8,2.3,3.1,0.5,1.1,0.1,0.1,1.4,10.3,0,0,-1.2,2023
82,Tyasha Harris,CON,26,40,27,13,16.7,5.8,2.2,5.2,41.6,1,2.1,46.4,0.4,0.6,68,0.1,0.7,0.9,1.7,1,0.7,0.1,1.1,10.9,0,0,0.6,2023
83,Myisha Hines-Allen,WAS,29,35,16,19,17.6,5.6,2.1,6.1,34,0.5,1.9,27.3,0.9,1.3,71.7,1.1,3.3,4.4,2.2,1.5,0.7,0.2,2.2,14.4,0,0,-1.4,2023
84,Li Meng,WAS,29,34,17,17,15.9,5.6,1.8,4.8,37.8,1.3,3.6,36.4,0.6,0.8,84.6,0.2,0.9,1.1,1,0.8,0.3,0,1.1,9.6,0,0,-0.2,2023
85,Rachel Banham,MIN,30,32,15,17,13.6,5.5,1.9,5.2,37,1.3,3.3,40.2,0.3,0.4,78.6,0.1,0.9,1,1.7,1.1,0.3,0.1,1.4,10.4,0,0,-1,2023
86,Shey Peddy,PHO,35,18,3,15,15.9,5.2,1.7,4.7,36.9,0.9,2.6,34.8,0.9,1.1,80,0.4,1.4,1.8,1.8,0.6,0.8,0.1,1.7,11.6,0,0,-1.1,2023
87,Aerial Powers,MIN,30,20,7,13,9.7,5.2,1.9,4.6,41.3,0.3,1,31.6,1.1,1.2,91.7,0.3,1.5,1.8,0.8,0.9,0.2,0.1,0.3,8.6,0,0,-2.1,2023
88,Victoria Vivians,IND,29,38,11,27,17.7,5.2,1.9,5.1,38,0.7,2.5,28.7,0.6,0.8,76.7,0.5,2.6,3.1,1.3,0.8,0.7,0.2,1.9,12,0,0,-2.8,2023
89,Mercedes Russell,SEA,28,37,11,26,19.1,5,2.2,4.2,51.6,0,0,0,0.6,1,60.5,1.1,3,4,1.3,1.5,0.4,0.5,1.5,12.1,1,0,-4,2023
90,Queen Egbo,WAS,24,37,13,24,12.8,4.8,2,4,50,0,0,0,0.8,1.3,63.8,1.1,3.2,4.3,0.3,0.9,0.4,0.6,2.3,11.5,0,0,-1.8,2023
91,Asia (AD) Durr,ATL,27,36,17,19,10.9,4.8,1.7,4.5,38,0.5,1.6,32.2,0.8,1.1,76.9,0.1,1,1.1,0.7,0.8,0.3,0.1,0.8,7.8,0,0,-1.9,2023
92,Monique Billings,ATL,28,39,19,20,16.7,4.8,1.7,4.3,40.7,0,0.1,0,1.3,1.6,83.6,1.4,3.6,5,0.8,1,0.4,0.3,1.9,12,2,0,-1,2023
92,Zia Cooke,LAS,23,39,17,22,14.1,4.8,1.7,5.8,28.9,0.5,1.8,26.1,1,1.2,81.3,0.3,0.7,0.9,0.8,0.7,0.3,0.3,0.9,8.3,0,0,-3.1,2023
94,Lexie Hull,IND,24,30,7,23,20.6,4.6,1.8,4.8,37.2,0.4,2,21.7,0.6,0.7,77.3,1.2,1.6,2.7,1.1,1,1,0.3,2.8,11.4,0,0,-3.9,2023
